2023-11-11 14:51:17.515 | INFO     | scripts.train_CUB:train_val:48 - config: {'seed': 60, 'm': 16, 'alpha': 1, 'beta': 1.0, 'beta2': 0.01, 'mome': 0.9, 'epoch_change': 9, 'sigma': 1.0, 'gamma': 20.0, 'lambda': 0.0001, 'mu': 1, 'nu': 1, 'eta': 55, 'dcc_iter': 10, 'optimizer': {'type': <class 'torch.optim.rmsprop.RMSprop'>, 'optim_param': {'lr': 1e-05, 'weight_decay': 1e-05}}, 'resize_size': 256, 'crop_size': 224, 'batch_size': 64, 'net': <class 'model.Net.MoCo'>, 'dataset': 'car_ims', 'without_BN': False, 'epoch': 1000, 'test_map': 3, 'stop_iter': 10, 'device': device(type='cuda'), 'n_gpu': 1, 'bit_list': [32], 'max_norm': 5.0, 'T': 0.001, 'resnet_url': '../../Pretrain/resnet50-19c8e357.pth', 'url': '../../Pretrain/moco_v2_800ep_pretrain.pth', 'txt_path': '../../data/glove/glove.6B.50d.txt', 'label_size': 100, 'update_center': False, 'topk': -1, 'n_class': 196, 'data_path': '../../data/', 'data': {'train_set': {'list_path': './data/car_ims/train.txt', 'batch_size': 64}, 'test_set': {'list_path': './data/car_ims/test.txt', 'batch_size': 64}, 'database': {'list_path': './data/car_ims/train.txt', 'batch_size': 64}}, 'order_seed': 80, 'center_path': './centerswithoutVar/CSQ_init_True_196_32.npy', 'CSQ_center': './CSQcenters/CSQ_196_32.npy', 'remarks': 'Ours', 'save_path': './results/car_ims/Ours', 'save_center': './results/car_ims/Ours/ours_32.npy', 'info': '[Ours]', 'loss_way': 'Ours', 'num_train': 8144}
2023-11-11 14:51:17.516 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 1/1000 14:51:17 bits: 32 dataset: car_ims loss way: Ours training...
2023-11-11 14:52:41.755 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.03213391447206959, center loss: 4.109562806785107, pair loss: 0
2023-11-11 14:52:41.756 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 2/1000 14:52:41 bits: 32 dataset: car_ims loss way: Ours training...
2023-11-11 14:54:02.364 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.029134572294424288, center loss: 3.7256645001471043, pair loss: 0
2023-11-11 14:54:02.365 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 3/1000 14:54:02 bits: 32 dataset: car_ims loss way: Ours training...
2023-11-11 14:55:23.031 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.027514927598531358, center loss: 3.518342938274145, pair loss: 0
2023-11-11 14:56:57.611 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/car_ims/Ours
2023-11-11 14:56:57.611 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 3/1000 14:54:02 bits: 32 dataset: car_ims Best mAP: 0.0436138807457651, current mAP: 0.0436138807457651
2023-11-11 14:56:57.611 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 4/1000 14:56:57 bits: 32 dataset: car_ims loss way: Ours training...
2023-11-11 14:58:18.857 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.026139185516512953, center loss: 3.342236191034317, pair loss: 0
2023-11-11 14:58:18.858 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 5/1000 14:58:18 bits: 32 dataset: car_ims loss way: Ours training...
2023-11-11 14:59:40.277 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.024923237913753837, center loss: 3.1865930519998074, pair loss: 0
2023-11-11 14:59:40.278 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 6/1000 14:59:40 bits: 32 dataset: car_ims loss way: Ours training...
2023-11-11 15:01:01.291 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.023944610526086763, center loss: 3.061314607039094, pair loss: 0
2023-11-11 15:02:35.542 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/car_ims/Ours
2023-11-11 15:02:35.542 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 6/1000 14:59:40 bits: 32 dataset: car_ims Best mAP: 0.0764955346313884, current mAP: 0.0764955346313884
2023-11-11 15:02:35.542 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 7/1000 15:02:35 bits: 32 dataset: car_ims loss way: Ours training...
2023-11-11 15:03:56.818 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.0228182742575882, center loss: 2.9171443302184343, pair loss: 0
2023-11-11 15:03:56.818 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 8/1000 15:03:56 bits: 32 dataset: car_ims loss way: Ours training...
2023-11-11 15:05:18.005 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.021909539675107226, center loss: 2.8008386455476284, pair loss: 0
2023-11-11 15:05:18.006 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 9/1000 15:05:18 bits: 32 dataset: car_ims loss way: Ours training...
2023-11-11 15:06:39.802 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.021038605395006016, center loss: 2.6893668062984943, pair loss: 0
2023-11-11 15:08:13.714 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/car_ims/Ours
2023-11-11 15:08:13.714 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 9/1000 15:05:18 bits: 32 dataset: car_ims Best mAP: 0.12243107038901752, current mAP: 0.12243107038901752
2023-11-11 15:08:13.714 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 10/1000 15:08:13 bits: 32 dataset: car_ims loss way: Ours training...
2023-11-11 15:09:35.237 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.8627879251725972, center loss: 2.7430403660982847, pair loss: 107.69025033712387
2023-11-11 15:09:35.238 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 11/1000 15:09:35 bits: 32 dataset: car_ims loss way: Ours training...
2023-11-11 15:10:56.328 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.824257698841393, center loss: 2.8595545776188374, pair loss: 102.64189893007278
2023-11-11 15:10:56.329 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 12/1000 15:10:56 bits: 32 dataset: car_ims loss way: Ours training...
2023-11-11 15:12:17.574 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.797286263667047, center loss: 3.0138968527317047, pair loss: 99.03525775671005
2023-11-11 15:13:51.524 | INFO     | scripts.train_CUB:train_val:97 - save in ./results/car_ims/Ours
2023-11-11 15:13:51.524 | INFO     | scripts.train_CUB:train_val:107 - [Ours] 12/1000 15:10:56 bits: 32 dataset: car_ims Best mAP: 0.17780800557091275, current mAP: 0.17780800557091275
2023-11-11 15:13:51.525 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 13/1000 15:13:51 bits: 32 dataset: car_ims loss way: Ours training...
2023-11-11 15:15:13.331 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7804881716147065, center loss: 3.137843517586589, pair loss: 96.76120126247406
2023-11-11 15:15:13.331 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 14/1000 15:15:13 bits: 32 dataset: car_ims loss way: Ours training...
2023-11-11 15:16:35.244 | INFO     | scripts.train_CUB:train_val:81 - train loss: 0.7699054549448192, center loss: 3.2373131923377514, pair loss: 95.30721420049667
2023-11-11 15:16:35.244 | INFO     | scripts.train_CUB:train_val:53 - [Ours] 15/1000 15:16:35 bits: 32 dataset: car_ims loss way: Ours training...
